from,to,gt_weight
NANOG,TEAD1,1
NANOG,COL1A2,1
NANOG,TGFBR3,1
NANOG,CD9,1
NANOG,CAMK2D,1
NANOG,HDGF,1
NANOG,CCNB2,1
NANOG,TRIP6,1
NANOG,ESRRG,1
NANOG,PLK1,1
NANOG,JPH1,1
NANOG,ACOX3,1
NANOG,TDRD7,1
NANOG,DUSP4,1
NANOG,ZNF518B,1
NANOG,ZFP42,1
NANOG,AIP,1
NANOG,VWA5A,1
NANOG,TCOF1,1
NANOG,MITF,1
NANOG,LGR5,1
NANOG,SUPT16H,1
NANOG,ANKRD1,1
NANOG,KLF8,1
NANOG,CEBPZ,1
NANOG,DNMT1,1
NANOG,DLGAP5,1
NANOG,POU2F2,1
NANOG,MAFG,1
NANOG,ZNF142,1
NANOG,BTF3,1
NANOG,XRCC5,1
NANOG,COL4A1,1
NANOG,SAP18,1
NANOG,DCAF6,1
NANOG,TDP2,1
NANOG,SIRT1,1
NANOG,PLOD2,1
NANOG,ASB9,1
NANOG,THAP9,1
NANOG,POLR1C,1
NANOG,TBC1D4,1
NANOG,UTP15,1
NANOG,LRRCC1,1
NANOG,DNAJC2,1
NANOG,WDR12,1
NANOG,TRIP11,1
NANOG,TFE3,1
NANOG,SLC46A3,1
NANOG,DEPDC1B,1
NANOG,SEMA6D,1
NANOG,NOC3L,1
NANOG,TMEM64,1
NANOG,PSIP1,1
NANOG,CDK6,1
NANOG,ARID3B,1
NANOG,SOS2,1
NANOG,NFAT5,1
NANOG,DAAM1,1
NANOG,GLDC,1
NANOG,CLDN10,1
NANOG,IRF1,1
NANOG,DAXX,1
NANOG,CEP55,1
NANOG,APC,1
NANOG,SERTAD2,1
NANOG,NTS,1
NANOG,RRN3,1
NANOG,NFKBIA,1
NANOG,RFC3,1
NANOG,DPH2,1
NANOG,NFYB,1
NANOG,FOXH1,1
NANOG,DNA2,1
NANOG,CDCA2,1
NANOG,CBFA2T2,1
NANOG,RIOK1,1
NANOG,BRWD1,1
NANOG,TRIM33,1
NANOG,ARID4B,1
NANOG,CPVL,1
NANOG,ARHGAP29,1
NANOG,CBX3,1
NANOG,RALB,1
NANOG,CITED2,1
NANOG,UTP18,1
NANOG,TIPIN,1
NANOG,JUND,1
NANOG,KLF7,1
NANOG,WWTR1,1
NANOG,SNRPB,1
NANOG,SH3RF1,1
NANOG,GRPR,1
NANOG,DYNC2LI1,1
NANOG,INSIG2,1
NANOG,ELOVL2,1
NANOG,CUX1,1
NANOG,CSDE1,1
NANOG,NR2C1,1
NANOG,BTBD10,1
OTX2,POU2F1,1
OTX2,HNRNPD,1
OTX2,MLLT3,1
OTX2,PLAGL1,1
OTX2,TCOF1,1
OTX2,CCNA2,1
OTX2,KHSRP,1
OTX2,PALLD,1
OTX2,SRSF2,1
OTX2,CCPG1,1
OTX2,HIF1A,1
OTX2,ATF6,1
OTX2,ZNF202,1
OTX2,C4orf46,1
OTX2,JMJD1C,1
OTX2,SNX18,1
OTX2,ESRRG,1
OTX2,EMB,1
OTX2,MIA3,1
OTX2,COL1A2,1
OTX2,GSC,1
OTX2,RUVBL1,1
OTX2,RBBP4,1
OTX2,AFF1,1
OTX2,PA2G4,1
OTX2,HESX1,1
OTX2,ELAVL2,1
OTX2,SF1,1
OTX2,DPYSL3,1
OTX2,PHB2,1
OTX2,RNF19A,1
OTX2,CBFA2T2,1
OTX2,HMGA1,1
OTX2,CTNNB1,1
OTX2,TNC,1
OTX2,ARHGAP28,1
OTX2,E2F3,1
OTX2,CALCOCO1,1
OTX2,TP53,1
OTX2,TADA1,1
OTX2,RAD51AP1,1
OTX2,CEP290,1
OTX2,CNKSR3,1
OTX2,CD9,1
OTX2,PRIM1,1
OTX2,CDC20,1
OTX2,SNRPB,1
OTX2,CDCA2,1
OTX2,SOX4,1
OTX2,CRX,1
OTX2,WDR3,1
OTX2,RGPD2,1
OTX2,FLRT3,1
OTX2,UNC5D,1
OTX2,MRPL1,1
OTX2,YBX1,1
OTX2,NUP54,1
OTX2,ILF2,1
OTX2,RND3,1
OTX2,STAT3,1
OTX2,SRSF1,1
OTX2,SUPT7L,1
OTX2,BTF3,1
OTX2,NEDD4,1
OTX2,RBPJ,1
OTX2,BCLAF1,1
OTX2,PFKFB2,1
OTX2,PLXNA2,1
OTX2,RNF138,1
OTX2,EWSR1,1
OTX2,APEX1,1
OTX2,ANKRD28,1
OTX2,TIPIN,1
OTX2,XRN1,1
OTX2,ATP11B,1
OTX2,CBX3,1
OTX2,APC,1
OTX2,TRIP11,1
OTX2,DNMT3A,1
OTX2,ZNF24,1
OTX2,ISL1,1
OTX2,WDR12,1
OTX2,TCF4,1
OTX2,TFB2M,1
OTX2,RFXANK,1
OTX2,CER1,1
OTX2,TRIM2,1
OTX2,PDCD11,1
OTX2,SLC39A11,1
OTX2,AFF4,1
OTX2,ZNF589,1
OTX2,FUBP1,1
OTX2,ACOX3,1
OTX2,NCAPG,1
OTX2,WDR5,1
OTX2,PNPLA8,1
OTX2,OTUD6B,1
OTX2,BUB1B,1
OTX2,MCM6,1
OTX2,PIP4K2A,1
OTX2,NRIP1,1
OTX2,LGR4,1
OTX2,REV3L,1
OTX2,POLR2A,1
OTX2,EXO1,1
OTX2,CSDE1,1
OTX2,KLHL12,1
OTX2,NOL11,1
OTX2,ATG4C,1
OTX2,BCL11B,1
OTX2,CHAF1A,1
OTX2,ZNF165,1
OTX2,KLHL28,1
OTX2,KLHL4,1
OTX2,FOXN3,1
OTX2,CREB3L2,1
OTX2,SAP18,1
OTX2,PELI2,1
OTX2,SKIL,1
OTX2,TLE2,1
OTX2,FAM135A,1
OTX2,NANOG,1
OTX2,RFPL2,1
OTX2,KIF15,1
OTX2,SNAPC3,1
OTX2,ANKZF1,1
OTX2,ARL4D,1
OTX2,TBC1D4,1
OTX2,DTL,1
OTX2,GATM,1
OTX2,EHMT2,1
OTX2,PBXIP1,1
OTX2,PLK1,1
OTX2,CALB1,1
OTX2,MCCC1,1
OTX2,ARL4A,1
OTX2,STAT2,1
OTX2,RORB,1
OTX2,WLS,1
OTX2,NUP35,1
OTX2,SEMA3A,1
OTX2,ZNF585B,1
OTX2,MAFG,1
OTX2,POLR2K,1
OTX2,PAM,1
OTX2,PPP1R9A,1
OTX2,ELL2,1
OTX2,DNAAF2,1
OTX2,FBXO5,1
OTX2,SUPT16H,1
OTX2,KLF5,1
OTX2,NR2C1,1
OTX2,ATP2B4,1
OTX2,DCAF6,1
OTX2,PTMA,1
OTX2,WDHD1,1
OTX2,WWP1,1
OTX2,ID1,1
OTX2,SLC19A2,1
OTX2,CXXC1,1
OTX2,LTBP1,1
OTX2,SIRT1,1
OTX2,AIP,1
OTX2,ETV4,1
OTX2,SLC39A8,1
OTX2,CHEK2,1
OTX2,MXI1,1
OTX2,EPB41L3,1
OTX2,NFKBIB,1
OTX2,PROM1,1
OTX2,OTX2,1
OTX2,RUVBL2,1
OTX2,HSD17B11,1
OTX2,KLF7,1
OTX2,RTKN2,1
OTX2,NFIA,1
OTX2,ZNF764,1
OTX2,GPR83,1
OTX2,ALG6,1
OTX2,YPEL5,1
OTX2,VWA5A,1
OTX2,NUSAP1,1
OTX2,HNRNPAB,1
OTX2,SATB1,1
OTX2,ATRX,1
OTX2,ENC1,1
OTX2,STC1,1
OTX2,MBIP,1
OTX2,FBN1,1
OTX2,DDHD2,1
OTX2,ESPL1,1
OTX2,BRWD1,1
OTX2,SKA3,1
OTX2,TGFB1,1
OTX2,ZNF587,1
OTX2,ARID4B,1
OTX2,SLA2,1
OTX2,CEP55,1
OTX2,CEP85L,1
OTX2,DEPDC1B,1
OTX2,DLGAP5,1
OTX2,SNRPD1,1
OTX2,NEDD9,1
OTX2,ASXL1,1
OTX2,NOC3L,1
OTX2,NONO,1
OTX2,HDAC9,1
OTX2,TTC39B,1
OTX2,PPM1H,1
OTX2,PREPL,1
OTX2,SRSF10,1
OTX2,CA14,1
OTX2,ZNF146,1
OTX2,CEBPZ,1
OTX2,TLE3,1
OTX2,GDAP1,1
OTX2,FBXO28,1
OTX2,VPS13C,1
OTX2,NPM1,1
OTX2,MCM7,1
OTX2,FER,1
OTX2,POLR1A,1
OTX2,MEX3C,1
OTX2,SLC35F1,1
OTX2,MRPS35,1
OTX2,COMMD10,1
OTX2,ALPK2,1
OTX2,KRCC1,1
OTX2,MCM3,1
OTX2,FXR1,1
OTX2,HELZ,1
OTX2,CCDC82,1
OTX2,COL5A2,1
OTX2,RAD51,1
OTX2,FOXP1,1
OTX2,NLGN4X,1
OTX2,LRRCC1,1
OTX2,ITPR2,1
OTX2,HAS2,1
OTX2,ZNF83,1
OTX2,PRICKLE1,1
OTX2,RBFOX2,1
OTX2,KIF23,1
OTX2,TRAF6,1
OTX2,SALL2,1
OTX2,NCAM1,1
OTX2,LMO2,1
OTX2,SATB2,1
OTX2,DAXX,1
OTX2,TMSB15B,1
OTX2,LRR1,1
OTX2,MIF,1
OTX2,ST8SIA1,1
OTX2,NR3C1,1
OTX2,NAA15,1
OTX2,C3orf14,1
OTX2,USP44,1
OTX2,DCLK1,1
OTX2,ADAMTS3,1
OTX2,TSPAN12,1
OTX2,ZNF30,1
OTX2,CRABP2,1
OTX2,U2AF1,1
OTX2,ANKRD50,1
OTX2,SEMA6D,1
OTX2,SMAD5,1
OTX2,RNF13,1
OTX2,KLHL24,1
OTX2,RGS5,1
OTX2,THAP9,1
OTX2,DKK4,1
OTX2,RBMX,1
OTX2,ARHGAP42,1
OTX2,KIAA1324L,1
OTX2,TRAPPC8,1
OTX2,PARP1,1
OTX2,IFI16,1
OTX2,AGL,1
OTX2,MYCN,1
OTX2,PGM2,1
OTX2,CCNE2,1
OTX2,CLDN11,1
OTX2,TJP2,1
OTX2,PBX1,1
OTX2,CAP2,1
OTX2,GRPR,1
OTX2,CPVL,1
OTX2,CDK6,1
OTX2,CCDC80,1
OTX2,ALCAM,1
OTX2,PHF21A,1
OTX2,MAN1A1,1
OTX2,ITGA6,1
OTX2,EZH2,1
OTX2,COL5A1,1
OTX2,BMP4,1
OTX2,SH3BGRL2,1
OTX2,GRHL2,1
OTX2,PLOD2,1
OTX2,ZEB1,1
OTX2,PLCB4,1
OTX2,MSX1,1
OTX2,AK4,1
OTX2,RHOBTB3,1
OTX2,CSRP2,1
OTX2,NFATC1,1
OTX2,CDCA7L,1
OTX2,CD200,1
OTX2,JPH1,1
OTX2,ZNF488,1
OTX2,SEMA5A,1
OTX2,ST8SIA4,1
OTX2,BAMBI,1
OTX2,ESRP1,1
OTX2,TFAP2A,1
OTX2,PTPRZ1,1
OTX2,ZNF142,1
OTX2,COL4A6,1
OTX2,ZNF518B,1
OTX2,RIOK1,1
OTX2,TEAD4,1
OTX2,RRAS2,1
OTX2,ISCA1,1
OTX2,DNMT3B,1
OTX2,MECOM,1
OTX2,DLC1,1
OTX2,PIK3R5,1
OTX2,MATN3,1
OTX2,MMP16,1
OTX2,NFATC3,1
OTX2,TMEM64,1
OTX2,ZKSCAN1,1
OTX2,ANKRD6,1
OTX2,GCA,1
OTX2,QPCT,1
OTX2,DSCC1,1
OTX2,PHLDB2,1
OTX2,SERPINE2,1
OTX2,ETV1,1
OTX2,VIM,1
POU5F1,STAT3,1
POU5F1,PRICKLE1,1
POU5F1,NANOG,1
POU5F1,HDAC9,1
POU5F1,POLR2A,1
POU5F1,CD200,1
POU5F1,RGPD2,1
POU5F1,USP44,1
POU5F1,E2F7,1
POU5F1,OTX2,1
POU5F1,FOXP1,1
POU5F1,PLAGL1,1
POU5F1,HESX1,1
POU5F1,AFF1,1
POU5F1,ETV1,1
POU5F1,PHLDB2,1
POU5F1,ARHGAP42,1
POU5F1,KAT6A,1
POU5F1,AK4,1
POU5F1,DCLK1,1
POU5F1,POU2F1,1
POU5F1,KLF5,1
POU5F1,NFAT5,1
POU5F1,TRIM22,1
POU5F1,ZNF589,1
POU5F1,ANKRD26,1
POU5F1,CER1,1
POU5F1,ZNF202,1
POU5F1,PITX2,1
POU5F1,FOXN3,1
POU5F1,ETV4,1
POU5F1,ENC1,1
POU5F1,GPC6,1
POU5F1,SUPT7L,1
POU5F1,AKAP2,1
POU5F1,PBX1,1
POU5F1,SFRP2,1
POU5F1,GTF2H2,1
POU5F1,ESRP1,1
POU5F1,ASXL1,1
POU5F1,CDC7,1
POU5F1,ANKRD28,1
POU5F1,NFIA,1
POU5F1,RRAS2,1
POU5F1,TNC,1
POU5F1,MRPL1,1
POU5F1,HNRNPD,1
POU5F1,CASD1,1
POU5F1,WLS,1
POU5F1,TCF4,1
POU5F1,LIPG,1
POU5F1,KLF7,1
POU5F1,LPIN1,1
POU5F1,SEMA6D,1
POU5F1,RUVBL1,1
POU5F1,SLC35A3,1
POU5F1,FOXH1,1
POU5F1,NCAM1,1
POU5F1,MMP16,1
POU5F1,LGR4,1
POU5F1,DKK1,1
POU5F1,PHB2,1
POU5F1,E2F3,1
POU5F1,PAM,1
POU5F1,CTNNB1,1
POU5F1,ZNF165,1
POU5F1,ARHGAP28,1
POU5F1,NFYB,1
POU5F1,CDCA2,1
POU5F1,TLE1,1
POU5F1,CCNB2,1
POU5F1,TDP2,1
POU5F1,SLC39A11,1
POU5F1,WWTR1,1
POU5F1,SALL2,1
POU5F1,NDUFC2-KCTD14,1
POU5F1,MIA3,1
POU5F1,GCA,1
POU5F1,HMGA1,1
POU5F1,TLE3,1
POU5F1,TGFB1,1
POU5F1,NUP54,1
POU5F1,SNAPC3,1
POU5F1,RND3,1
POU5F1,PSIP1,1
POU5F1,NCAPG,1
POU5F1,NOC3L,1
PRDM1,SP110,1
PRDM1,MIA3,1
PRDM1,EEF1A1,1
PRDM1,FOXP1,1
PRDM1,NKX3-1,1
PRDM1,RGPD2,1
PRDM1,NR2C1,1
PRDM1,MECOM,1
PRDM1,RND3,1
PRDM1,CNKSR3,1
PRDM1,PREPL,1
PRDM1,CER1,1
PRDM1,CLGN,1
PRDM1,SEMA3E,1
PRDM1,ANGPT2,1
SMAD2,CER1,1
SMAD2,SKIL,1
SMAD2,RGPD2,1
SMAD2,SNX18,1
SMAD2,SMAD6,1
SMAD2,ID1,1
SMAD2,AFF1,1
SMAD2,NANOG,1
SMAD2,KIAA1324L,1
SMAD2,CBX3,1
SMAD2,ABLIM1,1
SMAD2,SMARCD3,1
SMAD2,BAMBI,1
SMAD2,ENC1,1
SMAD2,JMJD1C,1
SMAD2,TSPAN12,1
SMAD2,MANEA,1
SMAD2,MCM7,1
SMAD2,PMAIP1,1
SMAD2,KAT6A,1
SMAD2,EMB,1
SMAD2,TTC39B,1
SMAD2,SEMA3E,1
SMAD2,PURA,1
SMAD2,ARHGAP28,1
SMAD2,RTKN2,1
SMAD2,BRWD1,1
SMAD2,ZNF202,1
SMAD2,SNX14,1
SMAD2,CTNNB1,1
SMAD2,AFF4,1
SMAD2,MAML3,1
SMAD2,TIPARP,1
SMAD2,CCPG1,1
SMAD2,HNRNPD,1
SMAD2,MATN3,1
SMAD2,DCLK1,1
SMAD2,E2F3,1
SMAD2,SLC35A3,1
SMAD2,PRDM1,1
SMAD2,SIRT1,1
SMAD2,WDFY1,1
SMAD2,RNF14,1
SMAD2,PHLDB2,1
SMAD2,ETS1,1
SMAD2,MECOM,1
SMAD2,PSIP1,1
SMAD2,ZNF521,1
SMAD2,PRICKLE1,1
SMAD2,FOXN3,1
SMAD2,NUSAP1,1
SMAD2,ARL4A,1
SMAD2,GTF2H2,1
SMAD2,SORL1,1
SMAD2,SEMA6A,1
SMAD2,ANKRD50,1
SMAD2,PPM1H,1
SMAD2,MCM4,1
SMAD2,ELAVL2,1
SMAD2,SKA3,1
SMAD2,RAI1,1
SMAD2,MXI1,1
SMAD2,DPYSL3,1
SMAD2,FXR1,1
SMAD2,ZFHX3,1
SMAD2,RIPPLY1,1
SMAD2,NFAT5,1
SMAD2,DNMT3A,1
SMAD2,ADAMTS3,1
SMAD2,SOS2,1
SMAD2,TRIM2,1
SMAD2,FER,1
SMAD2,MRPS35,1
SMAD2,NUAK1,1
SMAD2,STAT2,1
SMAD2,NFYB,1
SMAD2,OTX2,1
SMAD2,NCAM1,1
SMAD2,ETV1,1
SMAD2,PLOD2,1
SMAD2,SLC6A15,1
SMAD2,RXRG,1
SMAD2,ANGPT2,1
SMAD2,AK4,1
SMAD2,RBPJ,1
SMAD2,NRIP1,1
SMAD2,FUBP1,1
SMAD2,MFAP4,1
SMAD2,SPPL2A,1
SMAD2,KLHL4,1
SMAD2,NFIA,1
SMAD2,KDR,1
SMAD2,CA2,1
SMAD2,TFB2M,1
SMAD2,TP53INP1,1
SMAD2,MCC,1
SMAD2,U2AF1,1
SMAD2,FAM117B,1
SMAD2,BMPR1A,1
SMAD2,DKK1,1
SMAD2,ZEB1,1
SMAD2,TLE3,1
SMAD2,WDR35,1
SMAD2,NDUFC2-KCTD14,1
SMAD2,TLE2,1
SMAD2,ANKRD6,1
SMAD2,ZNF398,1
SMAD2,TADA1,1
SMAD2,CASD1,1
SMAD2,GSC,1
SMAD2,GCA,1
SMAD2,ESRRG,1
SMAD2,CALB1,1
SMAD2,SRSF3,1
SMAD2,PREPL,1
SMAD2,FZD5,1
SMAD2,ZNF165,1
SMAD2,H1F0,1
SMAD2,AMN1,1
SMAD2,PHF21A,1
SMAD2,HIF1A,1
SMAD2,TEAD4,1
SMAD2,PAWR,1
SMAD2,ARHGAP42,1
SMAD2,CA14,1
SMAD2,STIM2,1
SMAD2,MEIS2,1
SMAD2,ARID5B,1
SMAD2,ZFYVE16,1
SMAD2,TRAF6,1
SMAD2,SATB1,1
SMAD2,OXTR,1
SMAD2,DEK,1
SMAD2,SNAI1,1
SMAD2,RRAS2,1
SMAD2,EPCAM,1
SMAD2,PALLD,1
SMAD2,NFKBIA,1
SMAD2,KLHL12,1
SMAD2,HEG1,1
SMAD2,ASNS,1
SMAD2,PGM2,1
SMAD2,MED14,1
SMAD2,KIF21A,1
SMAD2,ARHGAP29,1
SMAD2,TNC,1
SMAD2,LMX1B,1
SMAD2,AGL,1
SMAD2,ZNF471,1
SMAD2,PRSS35,1
SMAD2,GATA4,1
SMAD2,ELMO1,1
SMAD2,RFESD,1
SMAD2,ZNF8,1
SMAD2,HNRNPAB,1
SMAD2,BCAR3,1
SNAI2,ACOX3,1
SNAI2,SLC35F1,1
SNAI2,RBPJ,1
SNAI2,ARL4A,1
SNAI2,RIOK1,1
SNAI2,GCA,1
SNAI2,COBLL1,1
SNAI2,ARID3B,1
SNAI2,TDRD7,1
SNAI2,LIPG,1
SNAI2,PRDM1,1
SNAI2,GRHL1,1
SNAI2,ODC1,1
SNAI2,PLXNA2,1
SNAI2,SNAI1,1
SNAI2,GLDC,1
SNAI2,DCAF6,1
SNAI2,PARP1,1
SNAI2,POU2F1,1
SNAI2,ZDHHC21,1
SNAI2,CLGN,1
SNAI2,SKIL,1
SNAI2,MAGI3,1
SNAI2,BCAR3,1
SNAI2,MYBL2,1
SNAI2,PRMT6,1
SNAI2,EPCAM,1
SNAI2,INSIG2,1
SNAI2,CITED2,1
SNAI2,VPS13C,1
SNAI2,KIAA1324L,1
SNAI2,PAWR,1
SNAI2,ARHGAP29,1
SNAI2,SFMBT1,1
SNAI2,SALL2,1
SNAI2,STAT3,1
SNAI2,AGPAT5,1
SNAI2,PPP1R9A,1
SNAI2,PSIP1,1
SNAI2,TIPARP,1
SNAI2,SEMA6D,1
SNAI2,GATA2,1
SNAI2,SATB1,1
SNAI2,PLAU,1
SNAI2,ASNS,1
SNAI2,TRIM2,1
SNAI2,EPB41L3,1
SNAI2,ELMO1,1
SNAI2,GABRB2,1
SOX17,CXXC1,1
SOX17,PREPL,1
SOX17,DAXX,1
SOX17,KAT7,1
SOX17,NR3C1,1
SOX17,NUP35,1
SOX17,SNAPC3,1
SOX17,KIF15,1
SOX17,TMEM131,1
SOX17,ALPK2,1
SOX17,TTC39B,1
SOX17,C4orf46,1
SOX17,POLB,1
SOX17,PTMA,1
SOX17,OTX2,1
SOX17,LIN28A,1
SOX17,THY1,1
SOX17,SLC39A8,1
SOX17,ILF2,1
SOX17,PHB2,1
SOX17,FBXO28,1
SOX17,CSDE1,1
SOX17,AIP,1
SOX2,HDAC9,1
SOX2,OTX2,1
SOX2,TNC,1
SOX2,DNMT3B,1
SOX2,PTMA,1
SOX2,PRICKLE1,1
SOX2,HESX1,1
SOX2,USP44,1
SOX2,NANOG,1
SOX2,ETV4,1
SOX2,LIMCH1,1
SOX2,RGPD2,1
SOX2,AKAP2,1
SOX2,NEDD9,1
SOX2,SFRP2,1
SOX2,KIF21A,1
SOX2,CER1,1
SOX2,SNAPC3,1
SOX2,PTPRZ1,1
SOX2,FOXP1,1
SOX2,ETV1,1
SOX2,C4orf46,1
SOX2,GRHL2,1
SOX2,CD200,1
SOX2,VASH2,1
SOX2,IFI16,1
SOX2,MCCC1,1
SOX2,WLS,1
SOX2,RNF19A,1
SOX2,ANKRD6,1
SOX2,POLB,1
SOX2,AFF1,1
SOX2,ARHGAP42,1
SOX2,LRIG3,1
SOX2,POLR1C,1
SOX2,ESRP1,1
SOX2,ZHX3,1
SOX2,SFPQ,1
SOX2,SALL2,1
SOX2,ILF2,1
SOX2,CDK6,1
SOX2,PLAGL1,1
SOX2,MAPK10,1
SOX2,EEF1A1,1
SOX2,TRIM22,1
SOX2,MRPS30,1
SOX2,PBXIP1,1
SOX2,TJP2,1
SOX2,SMAD6,1
SOX2,CITED2,1
SOX2,ZNF202,1
SOX2,TLE3,1
SOX2,PALLD,1
SOX2,ABLIM1,1
SOX2,APEX1,1
SOX2,RBBP4,1
SOX2,RAI14,1
SOX2,TCF4,1
SOX2,DMBX1,1
SOX2,TRIM2,1
SOX2,ABCA1,1
SOX2,RBPJ,1
SOX2,TP53,1
SOX2,KHSRP,1
SOX2,BCL11B,1
SOX2,SOX5,1
SOX2,RBMX,1
SOX2,KLF7,1
SOX2,ZNF8,1
SOX2,ZNF589,1
SOX2,NONO,1
SOX2,ARID4B,1
SOX2,FOXN3,1
SOX2,NFIA,1
SOX2,KLHL24,1
SOX2,KLHL4,1
SOX2,ISCA1,1
SOX2,ID1,1
SOX2,KLF5,1
SOX2,POU2F1,1
SOX2,KAT7,1
SOX2,ESRRG,1
SOX2,TMF1,1
SOX2,ACOX3,1
SOX2,LTBP1,1
SOX2,CDC7,1
SOX2,APC,1
SOX2,MCM7,1
SOX2,RGS5,1
SOX2,NUSAP1,1
SOX2,EGF,1
SOX2,ZNF24,1
SOX2,BLM,1
SOX2,ILF3,1
SOX2,TTC39B,1
SOX2,E2F7,1
SOX2,TRIM28,1
SOX2,NFATC3,1
SOX2,BAMBI,1
SOX2,FUBP1,1
SOX2,PHB2,1
SOX2,ANKRD28,1
SOX2,CALCOCO1,1
SOX2,ENC1,1
SOX2,LZTS1,1
SOX2,FXR1,1
SOX2,FEZ1,1
SOX2,ST8SIA1,1
SOX2,ARL4D,1
SOX2,RBFOX2,1
SOX2,ATP2B4,1
SOX2,DCLK1,1
SOX2,STAT3,1
SOX2,GPC6,1
SOX2,ZNF764,1
SOX2,E2F3,1
SOX2,ELAVL2,1
SOX2,MXI1,1
SOX2,CAP2,1
SOX2,HNRNPD,1
SOX2,RND3,1
SOX2,HSD17B11,1
SOX2,PHLDB2,1
SOX2,AFF4,1
SOX2,ZNF146,1
SOX2,BCAR3,1
SOX2,CCNB2,1
SOX2,STAT2,1
SOX2,TFAP2A,1
SOX2,ZNF521,1
SOX2,NCAM1,1
SOX2,NRIP1,1
SOX2,SOX2,1
SOX2,CAMK2D,1
SOX2,POLR2H,1
SOX2,MAFG,1
SOX2,TRAF6,1
SOX2,PSIP1,1
SOX2,PAM,1
SOX2,MIA3,1
SOX2,HNRNPAB,1
SOX2,CSDE1,1
SOX2,AK4,1
SOX2,INSIG2,1
SOX2,DEPDC1B,1
SOX2,ZBTB10,1
SOX2,DTL,1
SOX2,KIF23,1
SOX2,LGALSL,1
SOX2,SMARCD3,1
SOX2,ANKRD50,1
SOX2,SF1,1
SOX2,RAD51AP1,1
SOX2,SOX4,1
SOX2,MYCN,1
SOX2,DAB2,1
SOX2,GDAP1,1
SOX2,HEG1,1
SOX2,YPEL5,1
SOX2,SCD5,1
SOX2,BTBD10,1
SOX2,ELMO1,1
SOX2,KAT6A,1
SOX2,DNMT1,1
SOX2,SLC36A4,1
SOX2,DUSP4,1
SOX2,ZNF142,1
SOX2,ARID5B,1
SOX2,LMO2,1
SOX2,TMSB15B,1
SOX2,RUVBL2,1
SOX2,MCM4,1
SOX2,CA14,1
SOX2,JPH1,1
SOX2,GLRX,1
SOX2,DLGAP5,1
SOX2,EPHA4,1
SOX2,PREPL,1
SOX2,LUM,1
SOX2,ZBTB38,1
SOX2,RUNX1,1
SOX2,MEIS1,1
SOX2,PRSS35,1
SOX2,CCPG1,1
SOX2,SIRT1,1
SOX2,ASXL1,1
SOX2,RFXANK,1
SOX2,SEMA6A,1
SOX2,FN1,1
SOX2,TRERF1,1
SOX2,XRCC5,1
SOX2,LIFR,1
SOX2,JMJD1C,1
SOX2,CCNA2,1
SOX2,ANKRD13C,1
SOX2,ZNF30,1
SOX2,ZNF219,1
SOX2,THAP9,1
SOX2,SRSF1,1
SOX2,BUB1B,1
SOX2,PARP1,1
SOX2,ASNS,1
SOX2,MAFF,1
SOX2,ESCO2,1
SOX2,MYOF,1
SOX2,HAS2,1
SOX2,PHC1,1
SOX2,SRSF3,1
SOX2,DKK1,1
SOX2,CNKSR3,1
SOX2,SLC39A8,1
SOX2,CHAF1A,1
SOX2,CSRP2,1
SOX2,UHRF1,1
SOX2,TSPAN12,1
SOX2,MEF2D,1
SOX2,KIAA1324L,1
SOX2,CBX3,1
SOX2,TRUB1,1
SOX2,OTUD6B,1
SOX2,APBB2,1
SOX2,PRTG,1
SOX2,PLK1,1
SOX2,SEMA3A,1
SOX2,NAP1L3,1
SOX2,LIPG,1
SOX2,MITF,1
SOX2,BMPR1A,1
SOX2,WWTR1,1
SOX2,MATN3,1
SOX2,TADA1,1
SOX2,PPT2,1
SOX2,POLR2K,1
SOX2,TLE2,1
SOX2,SAP18,1
SOX2,RORB,1
SOX2,NR2C1,1
SOX2,UPF2,1
SOX2,MDM4,1
SOX2,STC1,1
SOX2,MYBBP1A,1
SOX2,AIP,1
SOX2,CXXC1,1
SOX2,TCOF1,1
SOX2,SUPT16H,1
SOX2,HIF3A,1
SOX2,SH3BGRL,1
SOX2,FAM117B,1
SOX2,TFB2M,1
SOX2,WDR12,1
SOX2,SYNE2,1
SOX2,COL5A2,1
SOX2,SNAI2,1
SOX2,ATF6,1
SOX2,PRDM14,1
STAT3,RGPD2,1
STAT3,ANKRD13C,1
STAT3,ODC1,1
STAT3,ALG6,1
STAT3,APEX1,1
STAT3,ILF2,1
STAT3,POLR2H,1
STAT3,UPF2,1
STAT3,ZFYVE16,1
STAT3,RBPJ,1
STAT3,ZNF146,1
STAT3,ZRANB2,1
STAT3,NFKBIB,1
STAT3,FBXO34,1
STAT3,MCM6,1
STAT3,HOMER1,1
STAT3,PLK1,1
STAT3,CCPG1,1
STAT3,LRR1,1
STAT3,HNRNPAB,1
STAT3,CDC20,1
STAT3,STK38L,1
STAT3,HMGN2,1
STAT3,XRCC6,1
STAT3,ZNF202,1
STAT3,AGPAT5,1
STAT3,ELL2,1
STAT3,SEMA6A,1
STAT3,CLGN,1
STAT3,TEAD1,1
STAT3,TRPS1,1
TCF4,DUSP4,1
TEAD4,TEAD1,1
TEAD4,TEAD4,1
TEAD4,ANKRD1,1
TEAD4,ILF2,1
TEAD4,TRIP6,1
TEAD4,BCAR3,1
TEAD4,SERTAD2,1
TEAD4,CREB3L2,1
TEAD4,MED16,1
TEAD4,SORL1,1
TEAD4,MCCC1,1
TEAD4,ETV4,1
